symbol_key,open_time_ms,open,high,low,close,volume
USDT-FUTURES:ETHUSDT,1776498300000,2403.9,2404.21,2400.12,2402.07,3212.31
USDT-FUTURES:ETHUSDT,1776499200000,2402.07,2403.5,2396.63,2397.14,5122.12
USDT-FUTURES:ETHUSDT,1776500100000,2397.14,2397.14,2378.62,2386.12,43585.8
USDT-FUTURES:ETHUSDT,1776501000000,2386.12,2386.62,2366.02,2372.52,30639.21
USDT-FUTURES:ETHUSDT,1776501900000,2372.52,2380.85,2371.81,2379.4,11289.56
USDT-FUTURES:ETHUSDT,1776502800000,2379.4,2379.4,2367.75,2374.6,13324.42
USDT-FUTURES:ETHUSDT,1776503700000,2374.6,2376.75,2368.26,2376.7,9016.65
USDT-FUTURES:ETHUSDT,1776504600000,2376.7,2379.45,2374.23,2375.18,5161.25
USDT-FUTURES:ETHUSDT,1776505500000,2375.18,2375.92,2371.37,2374.41,3531.87
USDT-FUTURES:ETHUSDT,1776506400000,2374.41,2374.73,2352.57,2360.66,30193.09
USDT-FUTURES:ETHUSDT,1776507300000,2360.66,2363.59,2357.09,2360.0,6564.17
USDT-FUTURES:ETHUSDT,1776508200000,2360.0,2360.42,2354.96,2356.01,4543.83
USDT-FUTURES:ETHUSDT,1776509100000,2356.01,2360.6,2355.61,2358.0,5652.81
USDT-FUTURES:ETHUSDT,1776510000000,2358.0,2359.0,2347.87,2350.82,39095.58
USDT-FUTURES:ETHUSDT,1776510900000,2350.82,2357.63,2349.37,2355.15,6983.21
USDT-FUTURES:ETHUSDT,1776511800000,2355.15,2357.96,2342.01,2347.39,13466.59
USDT-FUTURES:ETHUSDT,1776512700000,2347.39,2353.5,2345.97,2351.61,6435.3
USDT-FUTURES:ETHUSDT,1776513600000,2351.61,2358.9,2350.2,2357.4,8765.14
USDT-FUTURES:ETHUSDT,1776514500000,2357.4,2361.99,2353.52,2353.76,6196.62
USDT-FUTURES:ETHUSDT,1776515400000,2353.76,2356.77,2350.77,2355.51,3925.78
USDT-FUTURES:ETHUSDT,1776516300000,2355.51,2358.34,2354.11,2356.67,4550.56
USDT-FUTURES:ETHUSDT,1776517200000,2356.67,2357.15,2354.04,2354.36,3984.14
USDT-FUTURES:ETHUSDT,1776518100000,2354.36,2358.88,2350.0,2352.55,6186.54
USDT-FUTURES:ETHUSDT,1776519000000,2352.55,2353.04,2344.02,2348.99,10438.42
USDT-FUTURES:ETHUSDT,1776519900000,2348.99,2356.8,2347.17,2354.09,8776.15
USDT-FUTURES:ETHUSDT,1776520800000,2354.09,2356.0,2351.26,2355.07,7268.33
USDT-FUTURES:ETHUSDT,1776521700000,2355.07,2356.0,2348.0,2354.58,5821.57
USDT-FUTURES:ETHUSDT,1776522600000,2354.58,2360.34,2354.58,2358.7,11578.15
USDT-FUTURES:ETHUSDT,1776523500000,2358.7,2364.05,2357.41,2363.51,6538.49
USDT-FUTURES:ETHUSDT,1776524400000,2363.51,2368.0,2357.11,2362.47,7372.19
USDT-FUTURES:ETHUSDT,1776525300000,2362.47,2364.41,2358.31,2362.98,2696.71
USDT-FUTURES:ETHUSDT,1776526200000,2362.98,2364.96,2359.33,2359.75,1989.31
USDT-FUTURES:ETHUSDT,1776527100000,2359.75,2363.34,2356.65,2361.87,3133.12
USDT-FUTURES:ETHUSDT,1776528000000,2361.87,2365.08,2356.67,2364.42,4653.84
USDT-FUTURES:ETHUSDT,1776528900000,2364.42,2373.43,2352.61,2366.33,22965.31
USDT-FUTURES:ETHUSDT,1776529800000,2366.33,2367.56,2361.86,2362.58,3862.73
USDT-FUTURES:ETHUSDT,1776530700000,2362.58,2364.97,2356.15,2359.09,6760.93
USDT-FUTURES:ETHUSDT,1776531600000,2359.09,2361.13,2351.03,2355.87,5951.77
USDT-FUTURES:ETHUSDT,1776532500000,2355.87,2360.42,2355.87,2360.26,3565.37
USDT-FUTURES:ETHUSDT,1776533400000,2360.26,2363.16,2359.91,2360.32,2526.54
USDT-FUTURES:ETHUSDT,1776534300000,2360.32,2363.47,2359.6,2359.86,1724.03
USDT-FUTURES:ETHUSDT,1776535200000,2359.86,2361.93,2354.87,2359.26,4884.31
USDT-FUTURES:ETHUSDT,1776536100000,2359.26,2359.29,2352.32,2353.56,5216.05
USDT-FUTURES:ETHUSDT,1776537000000,2353.56,2354.4,2335.86,2344.0,25417.02
USDT-FUTURES:ETHUSDT,1776537900000,2344.0,2350.95,2342.0,2345.85,9917.13
USDT-FUTURES:ETHUSDT,1776538800000,2345.85,2354.26,2344.87,2352.32,7713.04
USDT-FUTURES:ETHUSDT,1776539700000,2352.32,2353.89,2346.29,2349.51,3406.85
USDT-FUTURES:ETHUSDT,1776540600000,2349.51,2350.44,2345.11,2345.42,2106.62
USDT-FUTURES:ETHUSDT,1776541500000,2345.42,2348.79,2344.9,2346.86,2113.05
USDT-FUTURES:ETHUSDT,1776542400000,2346.86,2349.56,2343.25,2348.14,2942.98
USDT-FUTURES:ETHUSDT,1776543300000,2348.14,2351.3,2346.41,2347.05,2856.59
USDT-FUTURES:ETHUSDT,1776544200000,2347.05,2351.2,2345.35,2350.58,1324.77
USDT-FUTURES:ETHUSDT,1776545100000,2350.58,2353.45,2349.49,2351.04,1861.64
USDT-FUTURES:ETHUSDT,1776546000000,2351.04,2353.64,2348.61,2350.64,1628.69
USDT-FUTURES:ETHUSDT,1776546900000,2350.64,2351.68,2345.89,2351.04,2104.36
USDT-FUTURES:ETHUSDT,1776547800000,2351.04,2351.25,2347.13,2351.25,1172.81
USDT-FUTURES:ETHUSDT,1776548700000,2351.25,2353.92,2349.91,2353.92,1674.86
USDT-FUTURES:ETHUSDT,1776549600000,2353.92,2354.28,2347.08,2347.77,3701.42
USDT-FUTURES:ETHUSDT,1776550500000,2347.77,2352.6,2347.3,2351.99,1342.55
USDT-FUTURES:ETHUSDT,1776551400000,2351.99,2356.14,2351.56,2352.75,2786.19
USDT-FUTURES:ETHUSDT,1776552300000,2352.75,2358.2,2352.44,2354.99,2858.79
USDT-FUTURES:ETHUSDT,1776553200000,2354.99,2358.52,2353.82,2353.83,2933.35
USDT-FUTURES:ETHUSDT,1776554100000,2353.83,2355.3,2352.48,2353.22,1220.63
USDT-FUTURES:ETHUSDT,1776555000000,2353.22,2353.22,2350.2,2351.6,1320.71
USDT-FUTURES:ETHUSDT,1776555900000,2351.6,2352.28,2348.24,2349.07,1637.86
USDT-FUTURES:ETHUSDT,1776556800000,2349.07,2354.1,2348.7,2350.24,2102.89
USDT-FUTURES:ETHUSDT,1776557700000,2350.24,2350.25,2345.62,2346.69,3200.98
USDT-FUTURES:ETHUSDT,1776558600000,2346.69,2347.9,2343.0,2344.6,2401.1
USDT-FUTURES:ETHUSDT,1776559500000,2344.6,2349.07,2344.17,2347.81,1563.32
USDT-FUTURES:ETHUSDT,1776560400000,2347.81,2351.78,2344.2,2347.22,2262.8
USDT-FUTURES:ETHUSDT,1776561300000,2347.22,2347.38,2342.86,2342.87,1402.29
USDT-FUTURES:ETHUSDT,1776562200000,2342.87,2344.69,2340.25,2343.75,3064.26
USDT-FUTURES:ETHUSDT,1776563100000,2343.75,2348.8,2343.74,2346.48,2412.11
USDT-FUTURES:ETHUSDT,1776564000000,2346.48,2347.01,2343.51,2345.09,2112.75
USDT-FUTURES:ETHUSDT,1776564900000,2345.09,2348.12,2331.6,2336.66,12414.35
USDT-FUTURES:ETHUSDT,1776565800000,2336.66,2346.51,2334.1,2343.01,8819.22
USDT-FUTURES:ETHUSDT,1776566700000,2343.01,2345.2,2336.76,2336.79,5103.67
USDT-FUTURES:ETHUSDT,1776567600000,2336.79,2340.8,2330.37,2340.11,6611.71
USDT-FUTURES:ETHUSDT,1776568500000,2340.11,2342.0,2336.24,2342.0,2057.32
