symbol_key,open_time_ms,open,high,low,close,volume
USDT-FUTURES:BTCUSDT,1776498300000,76987.7,76987.7,76842.1,76950.3,287.1534
USDT-FUTURES:BTCUSDT,1776499200000,76950.3,76999.1,76753.1,76753.1,392.6899
USDT-FUTURES:BTCUSDT,1776500100000,76753.1,76816.7,76588.0,76639.1,1612.5776
USDT-FUTURES:BTCUSDT,1776501000000,76639.1,76712.0,76450.0,76509.2,827.2101
USDT-FUTURES:BTCUSDT,1776501900000,76509.2,76748.0,76493.4,76690.7,566.7981
USDT-FUTURES:BTCUSDT,1776502800000,76690.7,76690.7,76402.3,76498.0,623.8422
USDT-FUTURES:BTCUSDT,1776503700000,76498.0,76536.9,76367.4,76531.9,590.4437
USDT-FUTURES:BTCUSDT,1776504600000,76531.9,76633.4,76511.6,76583.0,205.3461
USDT-FUTURES:BTCUSDT,1776505500000,76583.0,76656.9,76479.3,76553.3,258.8476
USDT-FUTURES:BTCUSDT,1776506400000,76553.3,76553.3,76160.1,76256.9,1451.9855
USDT-FUTURES:BTCUSDT,1776507300000,76256.9,76350.7,76239.7,76287.1,317.9986
USDT-FUTURES:BTCUSDT,1776508200000,76287.1,76287.1,76171.2,76181.0,411.0261
USDT-FUTURES:BTCUSDT,1776509100000,76181.0,76239.5,76076.3,76150.0,706.9643
USDT-FUTURES:BTCUSDT,1776510000000,76150.0,76150.0,75859.0,75907.9,1336.7566
USDT-FUTURES:BTCUSDT,1776510900000,75907.9,76059.8,75887.7,76034.7,489.0968
USDT-FUTURES:BTCUSDT,1776511800000,76034.7,76125.6,75714.4,75806.5,1055.4838
USDT-FUTURES:BTCUSDT,1776512700000,75806.5,76056.8,75750.0,75998.1,658.8328
USDT-FUTURES:BTCUSDT,1776513600000,75998.1,76184.7,75998.0,76164.0,589.0796
USDT-FUTURES:BTCUSDT,1776514500000,76164.0,76265.8,76082.6,76096.6,317.4491
USDT-FUTURES:BTCUSDT,1776515400000,76096.6,76181.2,76001.0,76138.0,258.2433
USDT-FUTURES:BTCUSDT,1776516300000,76138.0,76225.0,76137.9,76163.5,226.9072
USDT-FUTURES:BTCUSDT,1776517200000,76163.5,76170.1,76091.8,76122.2,117.4015
USDT-FUTURES:BTCUSDT,1776518100000,76122.2,76175.7,76014.0,76047.4,331.5413
USDT-FUTURES:BTCUSDT,1776519000000,76047.4,76059.7,75735.7,75907.1,714.1479
USDT-FUTURES:BTCUSDT,1776519900000,75907.1,76133.8,75854.2,76081.4,521.4729
USDT-FUTURES:BTCUSDT,1776520800000,76081.4,76140.7,76037.5,76135.0,170.9792
USDT-FUTURES:BTCUSDT,1776521700000,76135.0,76150.0,75933.0,76099.3,209.2245
USDT-FUTURES:BTCUSDT,1776522600000,76099.3,76250.0,76099.2,76154.0,406.5352
USDT-FUTURES:BTCUSDT,1776523500000,76154.0,76219.0,76117.5,76212.1,150.3794
USDT-FUTURES:BTCUSDT,1776524400000,76212.1,76340.3,76084.1,76170.9,452.0481
USDT-FUTURES:BTCUSDT,1776525300000,76170.9,76228.9,76091.1,76160.5,128.7645
USDT-FUTURES:BTCUSDT,1776526200000,76160.5,76193.7,76082.6,76082.6,89.2884
USDT-FUTURES:BTCUSDT,1776527100000,76082.6,76154.7,75938.3,76118.8,238.7712
USDT-FUTURES:BTCUSDT,1776528000000,76118.8,76175.7,75982.1,76152.3,234.573
USDT-FUTURES:BTCUSDT,1776528900000,76152.3,76152.3,75618.3,76043.1,1459.4045
USDT-FUTURES:BTCUSDT,1776529800000,76043.1,76094.4,75945.5,75951.1,251.3908
USDT-FUTURES:BTCUSDT,1776530700000,75951.1,75978.9,75818.2,75896.8,360.3913
USDT-FUTURES:BTCUSDT,1776531600000,75896.8,75922.3,75731.0,75789.7,399.682
USDT-FUTURES:BTCUSDT,1776532500000,75789.7,75856.8,75750.0,75808.1,203.1553
USDT-FUTURES:BTCUSDT,1776533400000,75808.1,75853.7,75804.7,75831.5,144.7803
USDT-FUTURES:BTCUSDT,1776534300000,75831.5,75855.0,75779.8,75779.9,135.9488
USDT-FUTURES:BTCUSDT,1776535200000,75779.9,75800.0,75636.3,75756.0,276.4
USDT-FUTURES:BTCUSDT,1776536100000,75756.0,75756.1,75555.0,75617.6,571.1432
USDT-FUTURES:BTCUSDT,1776537000000,75617.6,75636.5,75372.4,75533.3,969.611
USDT-FUTURES:BTCUSDT,1776537900000,75533.3,75687.4,75492.4,75601.3,442.2756
USDT-FUTURES:BTCUSDT,1776538800000,75601.3,75749.2,75573.0,75709.6,490.6744
USDT-FUTURES:BTCUSDT,1776539700000,75709.6,75760.0,75575.6,75648.5,95.8394
USDT-FUTURES:BTCUSDT,1776540600000,75648.5,75657.0,75533.8,75550.3,91.6523
USDT-FUTURES:BTCUSDT,1776541500000,75550.3,75639.0,75529.0,75605.4,236.9266
USDT-FUTURES:BTCUSDT,1776542400000,75605.4,75673.5,75556.5,75658.1,108.5122
USDT-FUTURES:BTCUSDT,1776543300000,75658.1,75739.0,75620.2,75667.2,160.3278
USDT-FUTURES:BTCUSDT,1776544200000,75667.2,75753.4,75656.6,75750.6,170.3235
USDT-FUTURES:BTCUSDT,1776545100000,75750.6,75799.9,75683.0,75707.9,153.5645
USDT-FUTURES:BTCUSDT,1776546000000,75707.9,75798.3,75666.0,75681.5,220.5678
USDT-FUTURES:BTCUSDT,1776546900000,75681.5,75709.9,75553.2,75691.5,185.4211
USDT-FUTURES:BTCUSDT,1776547800000,75691.5,75706.1,75616.0,75685.8,81.5776
USDT-FUTURES:BTCUSDT,1776548700000,75685.8,75781.4,75685.8,75777.3,94.2853
USDT-FUTURES:BTCUSDT,1776549600000,75777.3,75777.3,75571.8,75572.1,142.2323
USDT-FUTURES:BTCUSDT,1776550500000,75572.1,75679.1,75564.4,75673.9,55.5279
USDT-FUTURES:BTCUSDT,1776551400000,75673.9,75781.5,75673.9,75742.6,183.0608
USDT-FUTURES:BTCUSDT,1776552300000,75742.6,75839.0,75731.4,75771.4,156.049
USDT-FUTURES:BTCUSDT,1776553200000,75771.4,75850.0,75763.9,75779.8,150.6733
USDT-FUTURES:BTCUSDT,1776554100000,75779.8,75810.0,75760.6,75771.2,93.8563
USDT-FUTURES:BTCUSDT,1776555000000,75771.2,75771.2,75655.1,75711.7,174.2946
USDT-FUTURES:BTCUSDT,1776555900000,75711.7,75729.5,75656.6,75656.6,57.6524
USDT-FUTURES:BTCUSDT,1776556800000,75656.6,75809.0,75643.0,75738.0,123.9776
USDT-FUTURES:BTCUSDT,1776557700000,75738.0,75738.0,75532.0,75577.7,255.6577
USDT-FUTURES:BTCUSDT,1776558600000,75577.7,75611.1,75511.0,75533.0,123.1687
USDT-FUTURES:BTCUSDT,1776559500000,75533.0,75649.9,75526.9,75634.0,132.9016
USDT-FUTURES:BTCUSDT,1776560400000,75634.0,75753.1,75573.3,75635.2,261.149
USDT-FUTURES:BTCUSDT,1776561300000,75635.2,75635.2,75500.2,75504.2,168.5905
USDT-FUTURES:BTCUSDT,1776562200000,75504.2,75543.5,75415.0,75503.7,247.4749
USDT-FUTURES:BTCUSDT,1776563100000,75503.7,75600.0,75503.7,75574.3,142.3108
USDT-FUTURES:BTCUSDT,1776564000000,75574.3,75596.5,75535.3,75595.7,83.4988
USDT-FUTURES:BTCUSDT,1776564900000,75595.7,75648.0,75350.1,75451.0,423.9527
USDT-FUTURES:BTCUSDT,1776565800000,75451.0,75685.0,75400.7,75603.3,249.1111
USDT-FUTURES:BTCUSDT,1776566700000,75603.3,75650.0,75455.0,75455.1,218.4045
USDT-FUTURES:BTCUSDT,1776567600000,75455.1,75510.5,75313.8,75499.2,446.5436
USDT-FUTURES:BTCUSDT,1776568500000,75499.2,75523.0,75425.5,75490.5,206.3587
USDT-FUTURES:BTCUSDT,1776569400000,75490.5,75573.6,75448.6,75557.5,103.4876
USDT-FUTURES:BTCUSDT,1776570300000,75557.5,75604.6,75470.0,75475.7,196.6415
USDT-FUTURES:BTCUSDT,1776571200000,75475.7,75699.0,75474.1,75657.5,238.1499
USDT-FUTURES:BTCUSDT,1776572100000,75657.5,75742.6,75619.2,75640.1,214.9599
USDT-FUTURES:BTCUSDT,1776573000000,75640.1,75644.2,75370.0,75504.1,440.1507
USDT-FUTURES:BTCUSDT,1776573900000,75504.1,75676.8,75471.0,75630.5,205.3149
USDT-FUTURES:BTCUSDT,1776574800000,75630.5,75656.3,75481.5,75512.2,288.5345
USDT-FUTURES:BTCUSDT,1776575700000,75512.2,75533.0,75473.6,75524.6,83.9109
USDT-FUTURES:BTCUSDT,1776576600000,75524.6,75633.5,75524.5,75561.0,113.5587
USDT-FUTURES:BTCUSDT,1776577500000,75561.0,75563.2,75497.0,75512.0,109.4082
USDT-FUTURES:BTCUSDT,1776578400000,75512.0,75512.1,75355.0,75358.5,394.1198
USDT-FUTURES:BTCUSDT,1776579300000,75358.5,75406.8,75251.4,75368.7,623.0218
USDT-FUTURES:BTCUSDT,1776580200000,75368.7,75450.0,75368.7,75387.0,147.0292
USDT-FUTURES:BTCUSDT,1776581100000,75387.0,75395.4,75332.4,75369.0,124.6518
USDT-FUTURES:BTCUSDT,1776582000000,75369.0,75369.0,75188.0,75204.7,509.952
USDT-FUTURES:BTCUSDT,1776582900000,75204.7,75204.8,74832.8,74944.4,1625.1636
USDT-FUTURES:BTCUSDT,1776583800000,74944.4,75197.3,74944.4,75147.0,780.9552
USDT-FUTURES:BTCUSDT,1776584700000,75147.0,75258.9,75102.0,75205.3,418.8144
USDT-FUTURES:BTCUSDT,1776585600000,75205.3,75249.0,75133.0,75230.7,236.3344
USDT-FUTURES:BTCUSDT,1776586500000,75230.7,75264.7,75099.8,75099.8,263.4781
USDT-FUTURES:BTCUSDT,1776587400000,75099.8,75225.8,75034.5,75194.0,267.3541
USDT-FUTURES:BTCUSDT,1776588300000,75194.0,75238.2,75136.0,75222.1,239.9499
USDT-FUTURES:BTCUSDT,1776589200000,75222.1,75238.2,75129.1,75137.9,217.4193
USDT-FUTURES:BTCUSDT,1776590100000,75137.9,75154.0,74920.8,75054.4,364.6531
USDT-FUTURES:BTCUSDT,1776591000000,75054.4,75142.5,75022.3,75026.5,216.3501
USDT-FUTURES:BTCUSDT,1776591900000,75026.5,75026.5,74880.0,74984.8,305.5182
USDT-FUTURES:BTCUSDT,1776592800000,74984.8,75057.3,74900.0,75000.0,260.0032
USDT-FUTURES:BTCUSDT,1776593700000,75000.0,75085.8,74959.6,75054.5,193.7859
